acousticness,billboard_artist,billboard_df_index,billboard_name,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.00419,fetty wap,5644.0,my way,0.748,213053.0,0.741,1.0,7KFEIFuxnRRIRqN065WKTu,0.0,6.0,0.147,-3.103,1.0,58.0,2015-09-25,0.0531,Fetty Wap (Deluxe),Fetty Wap,My Way (feat. Monty),128.077,4.0,audio_features,spotify:track:7KFEIFuxnRRIRqN065WKTu,0.537
0.101,sam hunt,5645.0,take your time,0.558,243707.0,0.719,0.0,6DEaND0SHv3sC11xobZLiy,0.0,11.0,0.212,-5.603,1.0,70.0,2014-10-27,0.0419,Montevallo,Sam Hunt,Take Your Time,158.031,4.0,audio_features,spotify:track:6DEaND0SHv3sC11xobZLiy,0.483
0.000185,maroon 5,5646.0,animals,0.279,231013.0,0.742,0.0,16pwlVsypm4aDKMhXdOuXg,0.0,4.0,0.593,-6.46,0.0,65.0,2015-05-18,0.0898,V (Deluxe),Maroon 5,Animals,189.868,4.0,audio_features,spotify:track:16pwlVsypm4aDKMhXdOuXg,0.328
0.0362,big sean,5647.0,i dont fuck with you,0.824,284387.0,0.733,1.0,62ChqJ3W0NYwzGjgf6oj0M,0.0,1.0,0.325,-5.474,1.0,0.0,2021-01-15,0.0614,Gaming Hip Hop,Big Sean,I Don't Fuck With You,97.971,4.0,audio_features,spotify:track:62ChqJ3W0NYwzGjgf6oj0M,0.395
0.0509,rihanna,5648.0,bitch better have my money,0.781,219306.0,0.728,1.0,0NTMtAO2BV4tnGvw9EgBVq,1.94e-06,1.0,0.257,-4.981,1.0,78.0,2015-03-26,0.0621,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,102.99,4.0,audio_features,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0.395
0.0384,rich homie quan,5649.0,flex ooh ooh ooh,0.676,176675.0,0.615,1.0,2NVt7fxr5GsqTkGwYXcNTE,0.0,6.0,0.341,-7.534,0.0,67.0,2015-02-10,0.0496,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",163.993,4.0,audio_features,spotify:track:2NVt7fxr5GsqTkGwYXcNTE,0.883
0.0577,t wayne,5650.0,nasty freestyle,0.779,142212.0,0.472,1.0,0PT7nlpo11hYYyfnBgtilT,0.0,11.0,0.114,-7.116,1.0,67.0,2015-05-04,0.218,Nasty Freestyle,T-Wayne,Nasty Freestyle,135.051,4.0,audio_features,spotify:track:0PT7nlpo11hYYyfnBgtilT,0.412
0.405,nicki minaj,5651.0,only,0.573,312027.0,0.495,1.0,1UZ25gykR30Oewh3dBRtVZ,0.0,8.0,0.0969,-7.245,0.0,67.0,2014-12-15,0.592,The Pinkprint (International Deluxe Explicit),Nicki Minaj,Only,179.196,3.0,audio_features,spotify:track:1UZ25gykR30Oewh3dBRtVZ,0.255
0.903,sia furler,5652.0,elastic heart,0.44,250133.0,0.306,0.0,0udoMICxzaUbNUT8EVRq8B,0.0,9.0,0.0888,-5.403,1.0,65.0,2015-05-04,0.0377,1000 Forms Of Fear (Deluxe Version),Sia,Elastic Heart - Piano Version,71.021,4.0,audio_features,spotify:track:0udoMICxzaUbNUT8EVRq8B,0.25
0.00425,demi lovato,5653.0,cool for the summer,0.583,214740.0,0.61,1.0,2zFF6jG5hQArbzcXz3KUWk,0.000105,5.0,0.14,-5.639,0.0,64.0,2015-10-16,0.0382,Confident (Deluxe Edition),Demi Lovato,Cool for the Summer,114.06,4.0,audio_features,spotify:track:2zFF6jG5hQArbzcXz3KUWk,0.336
0.0144,x ambassadors,5654.0,renegades,0.526,195200.0,0.862,0.0,0fYVliAYKHuPmECRs1pbRf,0.0597,2.0,0.229,-6.003,1.0,78.0,2015-06-30,0.0905,VHS,X Ambassadors,Renegades,90.052,4.0,audio_features,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.528
0.205,usher,5655.0,i dont mind,0.87,251989.0,0.464,1.0,7aXuop4Qambx5Oi3ynsKQr,0.0,4.0,0.0902,-8.337,1.0,71.0,2014-11-21,0.178,I Don't Mind (feat. Juicy J),Usher,I Don't Mind (feat. Juicy J),112.974,4.0,audio_features,spotify:track:7aXuop4Qambx5Oi3ynsKQr,0.457
0.00937,ariana grande,5656.0,love me harder,0.472,236133.0,0.714,0.0,5J4ZkQpzMUFojo1CtAZYpn,0.0,1.0,0.0764,-4.389,0.0,77.0,2014-08-25,0.0334,My Everything (Deluxe),Ariana Grande,Love Me Harder,98.992,4.0,audio_features,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,0.24
0.0709,taylor swift,5657.0,wildest dreams,0.553,220440.0,0.664,0.0,3fVnlF4pGqWI9flVENcT28,0.0056,8.0,0.106,-7.417,1.0,77.0,2014-01-01,0.0741,1989,Taylor Swift,Wildest Dreams,140.06,4.0,audio_features,spotify:track:3fVnlF4pGqWI9flVENcT28,0.467
0.588,sam smith,5658.0,stay with me,0.418,172724.0,0.42,0.0,5Nm9ERjJZ5oyfXZTECKmRt,6.39e-05,0.0,0.11,-6.444,1.0,84.0,2014-05-26,0.0414,In The Lonely Hour,Sam Smith,Stay With Me,84.094,4.0,audio_features,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.184
0.0141,dj snake,5659.0,you know you like it,0.407,247267.0,0.725,0.0,57kR5SniQIbsbVoIjjOUDa,2.46e-06,5.0,0.306,-5.346,0.0,72.0,2014-10-14,0.188,You Know You Like It,DJ Snake,You Know You Like It,196.093,4.0,audio_features,spotify:track:57kR5SniQIbsbVoIjjOUDa,0.247
0.103,fall out boy,5660.0,uma thurman,0.623,211573.0,0.962,0.0,5PUawWFG1oIS2NwEcyHaCr,0.000174,4.0,0.264,-2.616,0.0,71.0,2015-01-20,0.0895,American Beauty/American Psycho,Fall Out Boy,Uma Thurman,149.963,4.0,audio_features,spotify:track:5PUawWFG1oIS2NwEcyHaCr,0.676
0.053,selena gomez,5662.0,the heart wants what it wants,0.616,227360.0,0.789,0.0,5f98TzvnLY1wy3ZgHKQSJN,0.0,7.0,0.142,-4.874,0.0,45.0,2015-01-01,0.0377,For You EP,Selena Gomez,The Heart Wants What It Wants,83.066,4.0,audio_features,spotify:track:5f98TzvnLY1wy3ZgHKQSJN,0.621
0.842,little big town,5663.0,girl crush,0.5,193320.0,0.225,0.0,11qh54D0PKkBwelpDxxiEU,0.0,0.0,0.112,-10.22,1.0,72.0,2014-10-21,0.0302,Pain Killer,Little Big Town,Girl Crush,173.788,3.0,audio_features,spotify:track:11qh54D0PKkBwelpDxxiEU,0.355
0.679,trey songz,5664.0,slow motion,0.733,197854.0,0.408,0.0,4NYwy0R3NdvORX2B6OZXBT,3.92e-05,7.0,0.11,-7.834,0.0,74.0,2015-06-23,0.0388,Trigga Reloaded,Trey Songz,Slow Motion,94.947,4.0,audio_features,spotify:track:4NYwy0R3NdvORX2B6OZXBT,0.291
0.109,one direction,5665.0,drag me down,0.73,192120.0,0.703,0.0,2K87XMYnUMqLcX3zvtAF4G,0.0,0.0,0.0657,-5.672,0.0,83.0,2015-11-13,0.0369,Made In The A.M. (Deluxe Edition),One Direction,Drag Me Down,138.113,4.0,audio_features,spotify:track:2K87XMYnUMqLcX3zvtAF4G,0.595
0.0579,nicki minaj,5666.0,truffle butter,0.89,220467.0,0.667,1.0,7e44z4wOjkllaD8eulUeMd,2.97e-05,2.0,0.108,-6.862,1.0,66.0,2014-12-15,0.0521,The Pinkprint (Deluxe Edition),Nicki Minaj,Truffle Butter,105.099,4.0,audio_features,spotify:track:7e44z4wOjkllaD8eulUeMd,0.522
0.093,ariana grande,5667.0,one last time,0.628,197267.0,0.593,0.0,7xoUc6faLbCqZO6fQEYprd,1.65e-06,8.0,0.096,-5.036,1.0,80.0,2014-08-25,0.0323,My Everything (Deluxe),Ariana Grande,One Last Time,125.026,4.0,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,0.104
0.0151,nick jonas,5668.0,chains,0.589,203107.0,0.611,0.0,5Eg4TsPcqNbIjd8ADMZosg,0.0,0.0,0.0757,-5.881,0.0,61.0,2015-11-20,0.0459,Nick Jonas X2,Nick Jonas,Chains,76.006,4.0,audio_features,spotify:track:5Eg4TsPcqNbIjd8ADMZosg,0.121
0.0242,meek mill,5669.0,all eyes on you,0.589,223973.0,0.658,1.0,0hy1SOTEn9ifXTzOwnCwEr,0.0,11.0,0.118,-5.288,0.0,70.0,2015-06-29,0.203,Dreams Worth More Than Money,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),77.521,4.0,audio_features,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,0.251
0.0158,rae sremmurd,5670.0,no type,0.891,200080.0,0.486,1.0,4scpF6J5uMBvoh6sFB7EL1,3.78e-06,6.0,0.0925,-7.803,1.0,75.0,2015-01-06,0.159,SremmLife,Rae Sremmurd,No Type,125.01,4.0,audio_features,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.239
0.431,vance joy,5671.0,riptide,0.484,204280.0,0.731,0.0,7yq4Qj7cqayVTp3FF9CWbm,0.0,1.0,0.151,-6.694,1.0,81.0,2014-09-08,0.0379,Dream Your Life Away,Vance Joy,Riptide,101.654,4.0,audio_features,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,0.51
0.185,jidenna,5672.0,classic man,0.79,226000.0,0.585,1.0,3G7XYAwtxtoGK7fAm4IlD9,0.0,8.0,0.292,-6.058,1.0,62.0,2015-02-03,0.0348,Classic Man (feat. Roman GianArthur),Jidenna,Classic Man (feat. Roman GianArthur),94.072,4.0,audio_features,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,0.585
0.0183,elle king,5673.0,exs  ohs,0.612,202173.0,0.921,0.0,70eDxAyAraNTiD6lx2ZEnH,0.0,7.0,0.0576,-2.879,1.0,74.0,2015-02-13,0.0848,Love Stuff,Elle King,Ex's & Oh's,139.986,4.0,audio_features,spotify:track:70eDxAyAraNTiD6lx2ZEnH,0.453
0.374,meghan trainor,5674.0,dear future husband,0.704,184227.0,0.78,0.0,5MEYDJVJMaGAXfddTo0D6J,0.0,1.0,0.309,-4.743,1.0,59.0,2015-01-09,0.142,Title (Expanded Edition),Meghan Trainor,Dear Future Husband,79.483,4.0,audio_features,spotify:track:5MEYDJVJMaGAXfddTo0D6J,0.864
0.417,charlie puth,5675.0,marvin gaye,0.795,190453.0,0.616,0.0,6ukMqDxnOPOgoHdak7Kyp3,0.0,1.0,0.349,-5.281,0.0,70.0,2015-05-01,0.06,Some Type of Love,Charlie Puth,Marvin Gaye (feat. Meghan Trainor),110.015,4.0,audio_features,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,0.815
0.4,meghan trainor,5676.0,like im gonna lose you,0.63,225053.0,0.53,0.0,7MjKAV0mFiEID9WhDSSzaW,0.0,0.0,0.177,-7.259,1.0,59.0,2015-01-09,0.0434,Title (Expanded Edition),Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),108.038,3.0,audio_features,spotify:track:7MjKAV0mFiEID9WhDSSzaW,0.417
0.00114,tove lo,5677.0,habits stay high,0.736,258387.0,0.677,0.0,5JCi3pyggvk4B0yd0BK3ow,0.844,4.0,0.0949,-7.036,0.0,71.0,2014-09-24,0.0352,Queen Of The Clouds,Tove Lo,Stay High - Habits Remix,121.01,4.0,audio_features,spotify:track:5JCi3pyggvk4B0yd0BK3ow,0.0747
0.344,james newton howard,5678.0,the hanging tree,0.213,218507.0,0.0743,0.0,416MsJxvxSKY96DCmbJIRs,3.45e-05,9.0,0.212,-18.071,0.0,67.0,2014-11-24,0.0408,The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score),James Newton Howard,The Hanging Tree,53.863,4.0,audio_features,spotify:track:416MsJxvxSKY96DCmbJIRs,0.145
0.26,jessie j,5680.0,bang bang,0.706,199387.0,0.786,0.0,0puf9yIluy9W0vpMEUoAnN,0.0,0.0,0.38,-3.417,0.0,81.0,2014-10-14,0.091,Sweet Talker (Deluxe Version),Jessie J,Bang Bang,150.028,4.0,audio_features,spotify:track:0puf9yIluy9W0vpMEUoAnN,0.751
0.919,sam smith,5681.0,lay me down,0.468,219536.0,0.19,0.0,64GRDrL1efgXclrhVCeuA0,0.0,4.0,0.107,-11.138,1.0,78.0,2015-11-06,0.0373,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,Lay Me Down,125.319,4.0,audio_features,spotify:track:64GRDrL1efgXclrhVCeuA0,0.326
0.215,ilovemakonnen,5682.0,tuesday,0.77,321987.0,0.664,1.0,2znzyzlAUc8Z1Ikq9aFOcx,0.000118,0.0,0.105,-5.604,1.0,65.0,2014-09-01,0.211,Tuesday (feat. Drake),ILOVEMAKONNEN,Tuesday (feat. Drake),140.163,4.0,audio_features,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,0.472
0.000235,ilovememphis,5683.0,hit the quan,0.741,181081.0,0.488,0.0,4OjuzM3rTWp3q60mEldNSF,0.0,8.0,0.0488,-8.253,1.0,64.0,2015-10-09,0.362,Hit the Quan,iLoveMemphis,Hit the Quan - Original Version,160.018,4.0,audio_features,spotify:track:4OjuzM3rTWp3q60mEldNSF,0.625
0.0916,macklemore and ryan lewis,5684.0,downtown,0.828,292593.0,0.609,1.0,5pfJsMwoRYKampPay8amX0,1.21e-06,1.0,0.291,-4.402,1.0,70.0,2016-02-26,0.0694,This Unruly Mess I've Made,Macklemore,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",109.725,4.0,audio_features,spotify:track:5pfJsMwoRYKampPay8amX0,0.707
0.113,sam hunt,5685.0,house party,0.747,190240.0,0.861,0.0,1TwLKNsCnhi1HxbIi4bAW0,0.0,8.0,0.026,-5.251,1.0,73.0,2014-10-27,0.0514,Montevallo,Sam Hunt,House Party,103.966,4.0,audio_features,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,0.859
0.0399,chris brown,5686.0,ayo,0.823,225227.0,0.563,1.0,0k6DnZMLoEUH8NGD5zh2SE,0.0,6.0,0.0851,-5.095,1.0,74.0,2015-02-24,0.0443,Fan of A Fan The Album (Expanded Edition),Chris Brown,Ayo,98.031,4.0,audio_features,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,0.682
0.196,luke bryan,5687.0,kick the dust up,0.597,190587.0,0.86,0.0,5g15o2Sm55Hn9ShK5yEXgp,0.0,1.0,0.087,-2.315,1.0,67.0,2015-08-07,0.0461,Kill The Lights (Deluxe),Luke Bryan,Kick The Dust Up,172.064,4.0,audio_features,spotify:track:5g15o2Sm55Hn9ShK5yEXgp,0.818
0.332,big sean,5688.0,blessings,0.775,252040.0,0.621,1.0,6mevhNrcHqHgHgisXUNaqw,0.0,1.0,0.122,-7.634,1.0,51.0,2015-02-24,0.295,Dark Sky Paradise (Deluxe),Big Sean,Blessings,118.843,4.0,audio_features,spotify:track:6mevhNrcHqHgHgisXUNaqw,0.15
0.0846,george ezra,5689.0,budapest,0.717,200733.0,0.455,0.0,2ixsaeFioXJmMgkkbd4uj1,0.0,5.0,0.11,-8.303,1.0,80.0,2014-06-30,0.0276,Wanted on Voyage (Expanded Edition),George Ezra,Budapest,127.812,4.0,audio_features,spotify:track:2ixsaeFioXJmMgkkbd4uj1,0.389
0.0197,sia furler,5690.0,chandelier,0.399,216120.0,0.787,0.0,4VrWlk8IQxevMvERoX08iC,6.07e-05,1.0,0.0685,-2.88,1.0,81.0,2014-07-04,0.0499,1000 Forms Of Fear,Sia,Chandelier,117.089,5.0,audio_features,spotify:track:4VrWlk8IQxevMvERoX08iC,0.572
0.0137,kelly clarkson,5691.0,heartbeat song,0.49,198733.0,0.798,0.0,7FC9Lng8iXU081lbigu8m8,0.0,6.0,0.0627,-3.66,1.0,69.0,2015-02-27,0.0489,Piece By Piece (Deluxe Version),Kelly Clarkson,Heartbeat Song,149.109,4.0,audio_features,spotify:track:7FC9Lng8iXU081lbigu8m8,0.479
0.0912,ed sheeran,5692.0,dont,0.798,219947.0,0.675,0.0,3HVWdVOQ0ZA45FuZGSfvns,0.0,6.0,0.0894,-5.041,1.0,85.0,2019-05-10,0.0442,I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),101.956,4.0,audio_features,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.842
0.0457,ella henderson,5693.0,ghost,0.68,213213.0,0.84,0.0,4XPWKmy05Rcff6TLHNoNF8,8.38e-06,9.0,0.143,-3.823,1.0,68.0,2014-10-13,0.0415,Chapter One (Deluxe Version),Ella Henderson,Ghost,104.985,4.0,audio_features,spotify:track:4XPWKmy05Rcff6TLHNoNF8,0.468
0.0783,alessia cara,5694.0,here,0.376,199453.0,0.822,0.0,664gdARxaClFsoF5SXKOws,0.0,0.0,0.0841,-3.974,1.0,70.0,2016-03-11,0.104,Know-It-All (Deluxe),Alessia Cara,Here,120.493,4.0,audio_features,spotify:track:664gdARxaClFsoF5SXKOws,0.327
0.00821,mr probz,5695.0,waves,0.829,208133.0,0.51,0.0,1HFfMOxCAT4GAwaPfCdmUs,0.00143,5.0,0.0829,-9.334,0.0,78.0,2014-02-07,0.0369,Waves (Robin Schulz Radio Edit),Mr. Probz,Waves - Robin Schulz Radio Edit,119.994,4.0,audio_features,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,0.45
0.446,nicky jam,5696.0,el perdon,0.628,205907.0,0.69,0.0,7qCAVkHWZkF44OzOUKf8Cr,0.0,8.0,0.112,-5.828,1.0,75.0,2017-01-20,0.0511,Fénix,Nicky Jam,El Perdón,179.911,4.0,audio_features,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,0.662
0.0262,ne yo,5697.0,she knows,0.706,214726.0,0.572,1.0,36lO0n3hzVK9zJONfSdmKC,0.0,8.0,0.585,-5.799,0.0,54.0,2015-02-16,0.0326,Non-Fiction (Deluxe),Ne-Yo,She Knows,139.982,4.0,audio_features,spotify:track:36lO0n3hzVK9zJONfSdmKC,0.574
0.859,one direction,5698.0,night changes,0.672,226600.0,0.52,0.0,5O2P9iiztwhomNh8xkR9lJ,0.0,8.0,0.115,-7.747,1.0,84.0,2014-11-17,0.0353,FOUR (Deluxe),One Direction,Night Changes,120.001,4.0,audio_features,spotify:track:5O2P9iiztwhomNh8xkR9lJ,0.37
0.00855,drake,5699.0,back to back,0.893,170638.0,0.48,1.0,5lFDtgWsjRJu8fPOAyJIAK,0.0,1.0,0.116,-3.728,0.0,70.0,2015-07-31,0.356,Back To Back,Drake,Back To Back,86.976,4.0,audio_features,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,0.382
0.0389,calvin harris,5700.0,how deep is your love,0.738,212640.0,0.868,0.0,22mek4IiqubGD9ctzxc69s,0.00171,11.0,0.388,-4.373,0.0,79.0,2015-07-17,0.0731,How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,122.003,4.0,audio_features,spotify:track:22mek4IiqubGD9ctzxc69s,0.336
0.835,justin bieber,5701.0,love yourself,0.609,233720.0,0.378,0.0,50kpGaPAhYJ3sGmk6vplg0,0.0,4.0,0.28,-9.828,1.0,84.0,2015-11-13,0.438,Purpose (Deluxe),Justin Bieber,Love Yourself,100.418,4.0,audio_features,spotify:track:50kpGaPAhYJ3sGmk6vplg0,0.515
0.0878,justin bieber,5702.0,sorry,0.679,200787.0,0.748,0.0,74pvipHofLfYpaOkZGwUQS,0.0,0.0,0.299,-3.624,0.0,0.0,2021-01-15,0.0385,Best of 10s,Justin Bieber,Sorry,100.035,4.0,audio_features,spotify:track:74pvipHofLfYpaOkZGwUQS,0.438
0.00776,drake,5703.0,one dance,0.792,173987.0,0.625,0.0,1zi7xx7UVEFkmKfv06H8x0,0.0018,1.0,0.329,-5.609,1.0,83.0,2016-05-06,0.0536,Views,Drake,One Dance,103.967,4.0,audio_features,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.37
0.0752,rihanna,5704.0,work,0.725,219320.0,0.534,1.0,72TFWvU3wUYdUuxejTTIzt,0.0,11.0,0.0919,-6.238,1.0,78.0,2016-01-28,0.0946,ANTI (Deluxe),Rihanna,Work,91.974,4.0,audio_features,spotify:track:72TFWvU3wUYdUuxejTTIzt,0.558
0.0462,twenty one pilots,5705.0,stressed out,0.734,202333.0,0.637,0.0,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,4.0,0.0602,-5.677,0.0,86.0,2015-05-15,0.141,Blurryface,Twenty One Pilots,Stressed Out,169.977,4.0,audio_features,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648
0.028,desiigner,5706.0,panda,0.576,246761.0,0.766,1.0,5YEOzOojehCqxGQCcQiyR4,1.68e-06,10.0,0.366,-4.943,0.0,76.0,2016-06-26,0.449,New English,Desiigner,Panda,144.833,4.0,audio_features,spotify:track:5YEOzOojehCqxGQCcQiyR4,0.236
0.315,adele,5707.0,hello,0.585,295502.0,0.409,0.0,1Yk0cQdMLx5RzzFTYwmuld,0.0,8.0,0.0873,-6.957,1.0,75.0,2015-11-20,0.0293,25,Adele,Hello,78.983,4.0,audio_features,spotify:track:1Yk0cQdMLx5RzzFTYwmuld,0.284
0.157,the chainsmokers,5708.0,dont let me down,0.532,208373.0,0.869,0.0,1i1fxkWeaMmKEB4T7zqbzK,0.00508,11.0,0.136,-5.094,1.0,82.0,2016-02-05,0.172,Don't Let Me Down,The Chainsmokers,Don't Let Me Down,159.803,4.0,audio_features,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,0.422
0.0106,justin timberlake,5709.0,cant stop the feeling,0.669,237547.0,0.832,0.0,1WkMMavIMc4JZ8cfMmxHkI,0.0,0.0,0.0968,-5.72,1.0,75.0,2016-09-23,0.0682,TROLLS (Original Motion Picture Soundtrack),Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",113.035,4.0,audio_features,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,0.7
0.414,the chainsmokers,5710.0,closer,0.748,244960.0,0.524,0.0,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8.0,0.111,-5.599,1.0,87.0,2016-07-29,0.0338,Closer,The Chainsmokers,Closer,95.01,4.0,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661
0.0472,sia,5711.0,cheap thrills,0.628,211667.0,0.698,0.0,27SdWb2rFzO6GWiYDBTD9j,0.00143,6.0,0.0907,-5.608,0.0,79.0,2016-01-29,0.105,This Is Acting,Sia,Cheap Thrills,89.976,4.0,audio_features,spotify:track:27SdWb2rFzO6GWiYDBTD9j,0.732
0.291,lukas graham,5712.0,7 years,0.765,237267.0,0.472,0.0,7LMtp4HBhWLQ2P2POPn6li,0.0,10.0,0.389,-5.837,1.0,61.0,2016-04-01,0.052,Lukas Graham (Blue Album) [International Version],Lukas Graham,7 Years,119.946,4.0,audio_features,spotify:track:7LMtp4HBhWLQ2P2POPn6li,0.352
0.11,rihanna,5713.0,needed me,0.671,191600.0,0.314,1.0,4pAl7FkDMNBsjykPXo91B3,0.0,5.0,0.0825,-8.091,0.0,82.0,2016-01-28,0.244,ANTI (Deluxe),Rihanna,Needed Me,110.898,4.0,audio_features,spotify:track:4pAl7FkDMNBsjykPXo91B3,0.296
0.0215,flo rida,5714.0,my house,0.688,192191.0,0.702,0.0,6Knv6wdA0luoMUuuoYi2i1,0.0,7.0,0.128,-4.792,0.0,79.0,2015-04-07,0.0499,My House,Flo Rida,My House,94.006,4.0,audio_features,spotify:track:6Knv6wdA0luoMUuuoYi2i1,0.74
0.0353,mike posner,5715.0,i took a pill in ibiza,0.664,197933.0,0.714,1.0,0vbtURX4qv1l7besfwmnD8,8.42e-06,7.0,0.0843,-6.645,0.0,78.0,2016-05-06,0.111,"At Night, Alone.",Mike Posner,I Took A Pill In Ibiza - Seeb Remix,101.969,4.0,audio_features,spotify:track:0vbtURX4qv1l7besfwmnD8,0.71
0.103,fifth harmony,5716.0,work from home,0.803,214480.0,0.585,0.0,4tCtwWceOPWzenK2HAIJSb,3.94e-06,8.0,0.0644,-5.861,1.0,80.0,2016-05-27,0.0432,7/27 (Deluxe),Fifth Harmony,Work from Home (feat. Ty Dolla $ign),105.017,4.0,audio_features,spotify:track:4tCtwWceOPWzenK2HAIJSb,0.593
0.199,calvin harris,5717.0,this is what you came for,0.63,222160.0,0.928,0.0,0azC730Exh71aQlOt9Zj3y,0.124,9.0,0.148,-2.787,0.0,81.0,2016-04-29,0.0331,This Is What You Came For (feat. Rihanna),Calvin Harris,This Is What You Came For (feat. Rihanna),123.963,4.0,audio_features,spotify:track:0azC730Exh71aQlOt9Zj3y,0.465
0.152,dnce,5718.0,cake by the ocean,0.774,219147.0,0.753,1.0,76hfruVvmfQbw0eYn1nmeC,0.0,4.0,0.0371,-5.446,0.0,81.0,2016-11-18,0.0517,DNCE,DNCE,Cake By The Ocean,119.002,4.0,audio_features,spotify:track:76hfruVvmfQbw0eYn1nmeC,0.896
0.0184,g eazy,5719.0,me myself  i,0.756,251467.0,0.674,1.0,40YcuQysJ0KlGQTeGUosTC,0.0,0.0,0.158,-6.518,0.0,78.0,2015-12-04,0.0959,When It's Dark Out,G-Eazy,"Me, Myself & I",111.995,4.0,audio_features,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.389
0.00835,twenty one pilots,5720.0,ride,0.645,214507.0,0.713,0.0,2Z8WuEywRWYTKe1NybPQEW,0.0,6.0,0.113,-5.355,1.0,83.0,2015-05-15,0.0393,Blurryface,Twenty One Pilots,Ride,74.989,4.0,audio_features,spotify:track:2Z8WuEywRWYTKe1NybPQEW,0.566
0.0841,twenty one pilots,5721.0,heathens,0.732,195920.0,0.396,0.0,6i0V12jOa3mr6uu4WYhUBr,3.58e-05,4.0,0.105,-9.348,0.0,83.0,2016-06-16,0.0286,Heathens,Twenty One Pilots,Heathens,90.024,4.0,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.548
0.117,zayn malik,5722.0,pillowtalk,0.584,202747.0,0.7,1.0,0PDUDa38GO8lMxLCRc4lL1,0.0,11.0,0.0939,-4.275,1.0,81.0,2016-03-25,0.0456,Mind Of Mine (Deluxe Edition),ZAYN,PILLOWTALK,124.944,4.0,audio_features,spotify:track:0PDUDa38GO8lMxLCRc4lL1,0.438
0.0174,shawn mendes,5723.0,stitches,0.736,206879.0,0.74,0.0,64TZNeGEuzcVctgvpqUpQD,0.0,10.0,0.0481,-6.662,0.0,0.0,2021-01-15,0.0912,Tik Tock Hits 2021,Shawn Mendes,Stitches,74.99,4.0,audio_features,spotify:track:64TZNeGEuzcVctgvpqUpQD,0.737
0.00258,drake,5724.0,hotline bling,0.891,267067.0,0.628,0.0,0wwPcA6wtMf6HUMpIRdeP7,0.00019,2.0,0.0504,-7.863,1.0,79.0,2016-05-06,0.0551,Views,Drake,Hotline Bling,134.966,4.0,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.552
0.0736,major lazer,5725.0,cold water,0.608,185352.0,0.798,0.0,6Bjtr3tPdto5nyuLYf61sN,0.0,6.0,0.156,-5.092,0.0,72.0,2016-07-22,0.0432,Cold Water (feat. Justin Bieber & MØ),Major Lazer,Cold Water (feat. Justin Bieber & MØ),92.943,4.0,audio_features,spotify:track:6Bjtr3tPdto5nyuLYf61sN,0.501
0.0347,adele,5726.0,send my love to your new lover,0.691,223079.0,0.51,0.0,563SfWAHJs4FBZMkRN0IFN,3.32e-06,6.0,0.182,-9.217,0.0,72.0,2015-11-20,0.0878,25,Adele,Send My Love (To Your New Lover),164.055,4.0,audio_features,spotify:track:563SfWAHJs4FBZMkRN0IFN,0.515
